"","observed","location_details","county","state","season","title","latitude","longitude","date","number","classification","geohash","temperature_high","temperature_mid","temperature_low","dew_point","humidity","cloud_cover","moon_phase","precip_intensity","precip_probability","precip_type","pressure","summary","conditions","uv_index","visibility","wind_bearing","wind_speed","word_count_of_observed"
"1321","Was driving home at night about 9:00 pm. Turned on Bone Camp road from highway 171 and saw a large figure standing in the brush. As I turned on my brights it had taken off in the brush. This is the second time I've seen this thing and a friend of mine who lives on Bone Camp has also seen it as well as finding strange tree formations and randomly snapped limbs.","Take 171 from Northport, and Bone Camp is a right turn about 3 miles up.","Tuscaloosa County","Alabama","Spring","Report 44849: Sightings at night in the same area off Bone Camp Road near Northport",33.37095,-87.6942,"12/27/2014",44849,"Class A","djctu6zpc5",57.6,52.1,47,46.6,82,96.9,0.2,1.048,100,"['rain']",1022.5,"Cloudy skies throughout the day with rain.","Rain, Overcast",NA,8.1,121.9,12.7,72
"1322","It was around the year of 1990 or so. I was about 10 years old and i was outside playing with my dog and the area behind her pen was very wooded at the time and as i looked up behind the pen, there was a very large creature standing right at the back of the fence of her pen. It stood there staring at me. It was solid white and had long hair covering it's body. It stood to be about 7 to 9 feet tall as i can remember, judging now by the trees and fence. As i seen this, i turned and started running down the hill in our yard and my brother was putting a radio in his car and he said that i was as pale as a ghost when he seen me. I was very scared, not knowing what this thing was. When he looked where it was, it was no longer there.","Near Strip Pits and Highway 118.","Walker County","Alabama","Spring","Report 27480: Woman recounts childhood sighting of a white creature near the town of Kansas",33.8957,-87.53395,"5/15/1990",27480,"Class A","dn1bb4e8z0",86.1,74.6,65,66.8,79,50.5,0.7,0,0,NA,1017.3,"Partly cloudy throughout the day.","Partially cloudy",NA,5.7,185.3,15,159
"1323","On friday march 12 at around 6pm I was going home from the store and when I started to turn off the highway I noticed something white quating down on the side of the highway near the creek about 30-40 yards ahead of me so at that time instead of turning I went on toward it to see what and if I was really seeing what I thought I was seeing and as I got within about 10 yards of it, it stood straight up and turned around slowly and walked into the woods real calm and at that time I couldn't believe what I had just saw. The thing was very large, dirty white, taller than the street sign that was near, and fury and I could tell it was not human or anything I had ever seen before, it scared me so bad I had tears in my eyes and started shaking and at that time I went straight home and told my husband about it.",NA,"Walker County","Alabama","Spring","Report 27459: Motorist sights dirty-white upright creature near the town of Kansas",33.8957,-87.53395,"3/12/2010",27459,"Class A","dn1bb4e8z0",60,52,47,44.4,76.9,69.9,0.9,0.813,100,"['rain']",1003.9,"Partly cloudy throughout the day with rain.","Rain, Partially cloudy",NA,8.7,306.5,12.3,168
"1324","I was driving south on Hwy. 45 just south of the Mississippi state line not very far into Alabama. I was driving my 18 wheeler and it was about 8 p.m. I had my brights on and a car was approaching so i dimmed the lights. After the car had passed by I turned the brights back on... I couldn't believe at first what I saw. I had never heard of a blonde bigfoot but there it was. It was 7 feet tall or so and crossed a clearing in the woods that was at least 15 feet wide in two steps with a normal stride,not running, just out for a stroll. It never looked my way. This took place in Fruitdale Alabama on a Friday night in February of 2008. I have learned that this creature has been seen for years close to this area.","South on Hwy. 45","Washington County","Alabama","Winter","Report 37038: Nighttime sighting of a tall blonde biped crossing Hwy. 45 north of Fruitdale",31.25385,-88.26291,"2/15/2008",37038,"Class A","dj91z98fv5",67.3,55.7,45.1,46.2,72.3,36.2,0.31,0,0,NA,1025.1,"Partly cloudy throughout the day.","Partially cloudy",NA,9.4,84.4,7.4,146
"1325","I was driving home from work in the afternoon and completely preoccupied with thoughts of my struggles. When my eyes caught something. However my mind was still not focused other than I was waiting for movement of sorts. It’s second nature to keep a eye out for deer in this area. When I finally noticed that I was looking at  something unusual.  I saw a tall hairy animal walking off into the woods (on two feet) from the road. It had long blonde to light brown hair all over. I never saw the face. I kept my eyes focused on the woods where it walked into. When I reached that spot I was completely shocked at the size that creature was. It had to be at least 9 - 10 feet tall. The only thing I could think of was Bigfoot. Note: I have never been a believer of Bigfoot before but what I saw that day is something I can’t stop thinking about.","This location is just north of the “Y.” This is the intersection of Hwy 45 and Hwy 17. It is a wooded area with only an older house that has been vacant as long as I can remember sitting just north of the sighting. There are no other buildings that I know of in the area.","Washington County","Alabama","Spring","Report 65679: Afternoon sighting of a bigfoot by motorist on Hwy 17 just north of Deer Park",31.24305,-88.31126,"4/16/2020",65679,"Class A","dj91wrteyq",76.5,63.3,51,35,38.6,10.5,0.79,0,0,NA,1022.5,"Clear conditions throughout the day.","Clear",9,9.9,38.8,12.7,164
"1326","My hunting buddy and I were sitting on a ridge watching for Caribou. About 1000 yards away a large clearing was in view. While we were glassing the clearing for caribou to come out of the brush we watched a large grey animal walking on hind legs walk between two large spruce trees on opposite sides of the clearing. We are both long time Alaskans, avid hunters and have logged many, many hunts in North America. I have hunted all of North America's Deer, elk, Black and Grizzly Bear. I have never seen an animal like what we saw that day. we watched it for over a half  hour move from one tree accross the clearing to the other tree. eventually, caribou moved into the area and we lost sight of the animal when it moved off into heavy brush. We had never heard of a Bigfoot in AK. But we did tell the Bush pilot that picked us up from our hunt that we had seen something strange. He told us we had probably seen the ""Hairy Man"" A well known animal of the Iliamna region by the native people.","45 miles by air west of Lake Iliamna, Alaska in the Mulchatna River Drainage","Bethel County","Alaska","Fall",NA,NA,NA,NA,1255,"Class B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191
"1327","My name is Kevin and I've been hunting in Alaska for 8 years now. I'm used to tracking dangerous animals like Bull Moose and Grizzly Bears. One early morning we were observing several Large Moose tracks in the mud. I saw a track that looked like a BIG FOOT track. I looked at my buddy and said ""what does that look like to you""? and He said ""That's a Big Foot track""! there it was amongst the moose tracks. It was a good 11 inches long and was made from the right foot. I could see all 5 toes. What struck me most was the size of the big toe! The track appeared to be a couple of days old. I looked around for other tracks, but found none. The thing must of been running. I wanted to go back there and make a plaster cast, but it was raining hard. Two days later I went back there and the track was filled with water and nonrecognizable.","down palmer fishhook 6 miles, right on sunvalley dr. there's a swamp just off the road. the sighting was down a trail at the edge of the moose range that borders a swamp.","Matanuska-Susitna County","Alaska","Fall",NA,NA,NA,NA,597,"Class B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167
"1328","First, my friend Mike and I, along with two girls, were at the city park and heard it from bellow from the hill behind us. Three days later we went back again and this time I saw it. I thought it was a tall pole but it looked to be wavering in the breeze that was blowing. I called Mike over to look but it wasn't there. Then it caught my eye. We saw it walking up the hill where we had heard it earlier. My second sighting was at our family farm, three miles away from the first sighting. I and my friend Bill rode out to the farm that evening to check on things since nobody lived in the house there. As we turned into the driveway the headlights swung, and there it stood, stepping over a 5 strand barb wire fence. It had its hands on the top wire and was swinging its leg over. Its eyes glowed in the light like an animals. We left in a hurry.","In and around Aliceville, AL., in Pickens County. Both my sightings were near Lubbub Creek, which runs into Dead River and from there to the Tombigbee River.","Pickens County","Alabama","Fall","Report 832: Witnesses spot a tall, brown object moving on a hill, also reported are moans and a sighting where red eyes are described",33.13195,-88.17885,"11/15/1980",832,"Class A","djck3rqpeg",63.7,61.5,58.4,57.9,88.3,100,0.25,0.665,100,"['rain']",1015.1,"Cloudy skies throughout the day with a chance of rain throughout the day.","Rain, Overcast",NA,3.3,6.6,8.6,172
"1329","We was walking through the woods in Tuskegee, Alabama in the Tuskegee National Forest going duck hunting, while we were walking we stopped for a quick minute to rest and i looked up and seen something flash before my eyes, as we got to our destination at the swamp. We looked to our left and saw something walking accross the beaver dam. We do not believe it acknowledged our prescence. We would describe it as a tall, wide, black from head to toe creature walking upright on two legs trying to quickly get in to the woods. Also looked like as if he were carring a large object in one hand. It was time to go after that. The hunt was over.","GO I85 to Auburn,AL Exit 51 go south on 29 about 15-20 miles to Tuskegee National Forest hang right on dirtroad directly before onramp to hwy.80.Go straight up dirtroad hang second left go to top of hill and park in front of dirt mound on the right follow trail to swamp.","Macon County","Alabama","Winter","Report 17455: Sighting by duck hunters in swamp area within Tuskegee National Forest",32.43,-85.705,"5/19/2007",17455,"Class A","djg03xxw2y",79.2,64.9,51.7,40.4,42.6,0,0.1,0,0,NA,1021.4,"Clear conditions throughout the day.","Clear",NA,9.9,51.4,12.6,122
"1330","When I was about 8 or 10 yrs old, I saw a Bigfoot. It was on Green mountain near Huntsville, Ala. It was unpopulated then. Now there are million dollar homes there. I was on my way home from my uncle's house on a gravel road. I was on one side of a hill. The road went down this hollow and back up the other side. In the ditch line was Bigfoot, about 8 ft. tall with arms that looked like they reached down past his knees. It was slightly leaned foward looking straight at me. It scared the daylights out of me. So I went back to my uncle's house and told him. He got his shot gun and we went back. It was still there looking at us. Uncle threw up the gun to shoot and I told him we needed to get closer. So we went down the hill and as we did we lost sight.  When we got back up the other side it was gone.","In Huntsville. Just ask where Green Mountain is.","Madison County","Alabama","Summer","Report 7235: Recollection of an afternoon sighting on Green Mountain",34.7325,-86.52105,"5/28/2004",7235,"Class A","dn4mx4v73r",80,74.6,70.1,66.6,77,84.8,0.32,0.114,100,"['rain']",1012.2,"Partly cloudy throughout the day with rain.","Rain, Partially cloudy",NA,8.8,253.2,13.9,170
